"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"af","Africa","afago","Angola","ago",6356486
"af","Africa","afbdi","Burundi","bdi",877318
"af","Africa","afben","Benin","ben",785330
"af","Africa","afbfa","Burkina Faso","bfa",17910335
"af","Africa","afbwa","Botswana","bwa",18192388
"af","Africa","afcaf","Central African Republic","caf",610700
"af","Africa","afciv","Cote d'Ivoire","civ",44422774
"af","Africa","afcmr","Cameroon","cmr",475560
"af","Africa","afcod","Democratic Republic of the Congo","cod",45047233
"af","Africa","afcog","Republic of the Congo","cog",12812042
"af","Africa","afcom","Comoros","com",64278.00000000001
"af","Africa","afcpv","Cape Verde","cpv",9619
"af","Africa","afdji","Djibouti","dji",1158023
"af","Africa","afdza","Algeria","dza",3487590
"af","Africa","afegy","Egypt","egy",330911617
"af","Africa","aferi","Eritrea","eri",1861537
"af","Africa","afeth","Ethiopia","eth",12565530
"af","Africa","afgab","Gabon","gab",18646406
"af","Africa","afgha","Ghana","gha",65719379
"af","Africa","afgin","Guinea","gin",5042509
"af","Africa","afgmb","Gambia","gmb",108284
"af","Africa","afgnb","Guinea-Bissau","gnb",18369
"af","Africa","afgnq","Equatorial Guinea","gnq",612338
"af","Africa","afken","Kenya","ken",67393210
"af","Africa","aflbr","Liberia","lbr",404845
"af","Africa","aflby","Libya","lby",434250
"af","Africa","aflso","Lesotho","lso",231222
"af","Africa","afmar","Morocco","mar",23553655
"af","Africa","afmdg","Madagascar","mdg",11887840
"af","Africa","afmli","Mali","mli",19175863
"af","Africa","afmoz","Mozambique","moz",194110420.99999997
"af","Africa","afmrt","Mauritania","mrt",9725517
"af","Africa","afmus","Mauritius","mus",70291769
"af","Africa","afmwi","Malawi","mwi",926849
"af","Africa","afnam","Namibia","nam",17158283
"af","Africa","afner","Niger","ner",599762
"af","Africa","afnga","Nigeria","nga",37634494
"af","Africa","afrwa","Rwanda","rwa",3473107
"af","Africa","afsdn","Sudan","sdn",4876304
"af","Africa","afsen","Senegal","sen",21552585
"af","Africa","afshn","Saint Helena","shn",93669
"af","Africa","afsle","Sierra Leone","sle",1192216
"af","Africa","afsom","Somalia","som",507519
"af","Africa","afssd","South Sudan","ssd",359885
"af","Africa","afstp","Sao Tome and Principe","stp",9892.000000000002
"af","Africa","afswz","Eswatini","swz",421688
"af","Africa","afsyc","Seychelles","syc",7313716
"af","Africa","aftcd","Chad","tcd",259460
"af","Africa","aftgo","Togo","tgo",3793852
"af","Africa","aftun","Tunisia","tun",5412240
"af","Africa","aftza","Tanzania","tza",44551319
"af","Africa","afuga","Uganda","uga",9336486
"af","Africa","afzaf","South Africa","zaf",731328321
"af","Africa","afzmb","Zambia","zmb",24111369
"af","Africa","afzwe","Zimbabwe","zwe",4278293
"as","Asia","asafg","Afghanistan","afg",21835597
"as","Asia","asare","United Arab Emirates","are",1781822742
"as","Asia","asarm","Armenia","arm",2443174
"as","Asia","asaze","Azerbaijan","aze",4692335
"as","Asia","asbgd","Bangladesh","bgd",556667997
"as","Asia","asbhr","Bahrain","bhr",774699419
"as","Asia","asbrn","Brunei","brn",164276972
"as","Asia","asbtn","Bhutan","btn",996074
"as","Asia","ascck","Cocos (Keeling) Islands","cck",3947520
"as","Asia","aschn","China","chn",102841502840
"as","Asia","ascxr","Christmas Island","cxr",13858290
"as","Asia","ascyp","Cyprus","cyp",6031613
"as","Asia","asgeo","Georgia","geo",17345045
"as","Asia","ashkg","Hong Kong","hkg",5196358488
"as","Asia","asidn","Indonesia","idn",3886308613
"as","Asia","asind","India","ind",11328379327
"as","Asia","asirn","Iran","irn",10422805
"as","Asia","asirq","Iraq","irq",16194046
"as","Asia","asisr","Israel","isr",201797008
"as","Asia","asjor","Jordan","jor",88599596
"as","Asia","asjpn","Japan","jpn",31682448632
"as","Asia","askaz","Kazakhstan","kaz",25392821
"as","Asia","askgz","Kyrgyzstan","kgz",11212457
"as","Asia","askhm","Cambodia","khm",120984534
"as","Asia","askor","South Korea","kor",17150871317
"as","Asia","askwt","Kuwait","kwt",295642554
"as","Asia","aslao","Laos","lao",57522565
"as","Asia","aslbn","Lebanon","lbn",18964291
"as","Asia","aslka","Sri Lanka","lka",139579591
"as","Asia","asmac","Macau","mac",51252484
"as","Asia","asmdv","Maldives","mdv",11211289
