"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"af","Africa","afago","Angola","ago",28853212
"af","Africa","afbdi","Burundi","bdi",195880
"af","Africa","afben","Benin","ben",1525
"af","Africa","afbfa","Burkina Faso","bfa",538365
"af","Africa","afbwa","Botswana","bwa",6454485
"af","Africa","afcaf","Central African Republic","caf",10894
"af","Africa","afciv","Cote d'Ivoire","civ",8874090
"af","Africa","afcmr","Cameroon","cmr",1945875
"af","Africa","afcod","Democratic Republic of the Congo","cod",2403809
"af","Africa","afcog","Republic of the Congo","cog",907186494
"af","Africa","afcom","Comoros","com",214117
"af","Africa","afcpv","Cape Verde","cpv",146337
"af","Africa","afdji","Djibouti","dji",371158
"af","Africa","afdza","Algeria","dza",74815075
"af","Africa","afegy","Egypt","egy",35454337
"af","Africa","afeth","Ethiopia","eth",19535462
"af","Africa","afgab","Gabon","gab",829536028
"af","Africa","afgha","Ghana","gha",6779992
"af","Africa","afgin","Guinea","gin",9422135
"af","Africa","afgmb","Gambia","gmb",53230
"af","Africa","afgnq","Equatorial Guinea","gnq",26152577
"af","Africa","afken","Kenya","ken",33036678
"af","Africa","aflbr","Liberia","lbr",99565
"af","Africa","aflby","Libya","lby",645336474
"af","Africa","aflso","Lesotho","lso",922692
"af","Africa","afmar","Morocco","mar",24799954
"af","Africa","afmdg","Madagascar","mdg",4349053
"af","Africa","afmli","Mali","mli",1382048.0000000002
"af","Africa","afmoz","Mozambique","moz",18761570
"af","Africa","afmrt","Mauritania","mrt",21836
"af","Africa","afmus","Mauritius","mus",11810137
"af","Africa","afmwi","Malawi","mwi",337445
"af","Africa","afnam","Namibia","nam",10383513
"af","Africa","afner","Niger","ner",877572
"af","Africa","afnga","Nigeria","nga",1803660345.9999998
"af","Africa","afrwa","Rwanda","rwa",856768
"af","Africa","afsdn","Sudan","sdn",198195
"af","Africa","afsen","Senegal","sen",383386
"af","Africa","afshn","Saint Helena","shn",32272
"af","Africa","afsle","Sierra Leone","sle",14505164
"af","Africa","afsom","Somalia","som",37822.99999999999
"af","Africa","afssd","South Sudan","ssd",16631
"af","Africa","afstp","Sao Tome and Principe","stp",91364
"af","Africa","afswz","Eswatini","swz",5782087
"af","Africa","afsyc","Seychelles","syc",6890063.999999999
"af","Africa","aftgo","Togo","tgo",19256
"af","Africa","aftun","Tunisia","tun",17456826
"af","Africa","aftza","Tanzania","tza",9747537
"af","Africa","afuga","Uganda","uga",2319958
"af","Africa","afzaf","South Africa","zaf",907035039
"af","Africa","afzmb","Zambia","zmb",3451830
"af","Africa","afzwe","Zimbabwe","zwe",317970
"as","Asia","asafg","Afghanistan","afg",999836
"as","Asia","asare","United Arab Emirates","are",3286595074.9999995
"as","Asia","asarm","Armenia","arm",601280
"as","Asia","asaze","Azerbaijan","aze",242439913
"as","Asia","asbgd","Bangladesh","bgd",465187810
"as","Asia","asbhr","Bahrain","bhr",141747400
"as","Asia","asbrn","Brunei","brn",767022094
"as","Asia","asbtn","Bhutan","btn",517491
"as","Asia","ascck","Cocos (Keeling) Islands","cck",242660
"as","Asia","aschn","China","chn",42704564797
"as","Asia","ascxr","Christmas Island","cxr",2372931
"as","Asia","ascyp","Cyprus","cyp",19805311
"as","Asia","asgeo","Georgia","geo",2580787
"as","Asia","ashkg","Hong Kong","hkg",1265876815
"as","Asia","asidn","Indonesia","idn",5564041728
"as","Asia","asind","India","ind",2463030673
"as","Asia","asiot","British Indian Ocean Territory","iot",8509
"as","Asia","asirn","Iran","irn",24991303
"as","Asia","asirq","Iraq","irq",7647
"as","Asia","asisr","Israel","isr",738512924
"as","Asia","asjor","Jordan","jor",12184373
"as","Asia","asjpn","Japan","jpn",17220437732
"as","Asia","askaz","Kazakhstan","kaz",7601095
"as","Asia","askgz","Kyrgyzstan","kgz",245654
"as","Asia","askhm","Cambodia","khm",112008143
"as","Asia","askor","South Korea","kor",9550175385
"as","Asia","askwt","Kuwait","kwt",94072201
"as","Asia","aslao","Laos","lao",771540346
"as","Asia","aslbn","Lebanon","lbn",15476015
"as","Asia","aslka","Sri Lanka","lka",169338674
"as","Asia","asmac","Macau","mac",10449932
"as","Asia","asmdv","Maldives","mdv",899869
"as","Asia","asmmr","Burma","mmr",27107247
"as","Asia","asmng","Mongolia","mng",8671472
"as","Asia","asmys","Malaysia","mys",9540788284
"as","Asia","asnpl","Nepal","npl",7213543
"as","Asia","asomn","Oman","omn",79591292
"as","Asia","aspak","Pakistan","pak",299404360
"as","Asia","asphl","Philippines","phl",780029493
"as","Asia","asprk","North Korea","prk",24173
"as","Asia","aspse","Palestine","pse",20983
"as","Asia","asqat","Qatar","qat",791320351
"as","Asia","assau","Saudi Arabia","sau",352303286
"as","Asia","assgp","Singapore","sgp",12920726034
"as","Asia","assyr","Syria","syr",1192969
"as","Asia","astha","Thailand","tha",10674497738
"as","Asia","astjk","Tajikistan","tjk",1725
"as","Asia","astls","Timor-Leste","tls",7372039
"as","Asia","astur","Turkey","tur",718869237
"as","Asia","asuzb","Uzbekistan","uzb",1762767.0000000002
"as","Asia","asvnm","Vietnam","vnm",3568559476
"as","Asia","asxxb","Chinese Taipei",,3877332560
"as","Asia","asyem","Yemen","yem",91253
"eu","Europe","eualb","Albania","alb",615470
"eu","Europe","euand","Andorra","and",20584
"eu","Europe","euaut","Austria","aut",948269702
"eu","Europe","eubel","Belgium","bel",1555877087
"eu","Europe","eubgr","Bulgaria","bgr",46261525
"eu","Europe","eubih","Bosnia and Herzegovina","bih",3795468
"eu","Europe","eublr","Belarus","blr",14506118
"eu","Europe","euche","Switzerland","che",3310842695
"eu","Europe","eucze","Czechia","cze",688440139
"eu","Europe","eudeu","Germany","deu",11191145916
"eu","Europe","eudnk","Denmark","dnk",1025029468
"eu","Europe","euesp","Spain","esp",2748955244
"eu","Europe","euest","Estonia","est",40560992
"eu","Europe","eufin","Finland","fin",715631012
"eu","Europe","eufra","France","fra",3852502130
"eu","Europe","eugbr","United Kingdom","gbr",6044648170
"eu","Europe","eugrc","Greece","grc",170807613
"eu","Europe","euhrv","Croatia","hrv",26731605
"eu","Europe","euhun","Hungary","hun",273903612
"eu","Europe","euirl","Ireland","irl",1366930013
"eu","Europe","euisl","Iceland","isl",10231496
"eu","Europe","euita","Italy","ita",5083301752
"eu","Europe","eultu","Lithuania","ltu",49869290
