"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"af","Africa","afago","Angola","ago",54839638
"af","Africa","afbdi","Burundi","bdi",527192
"af","Africa","afbfa","Burkina Faso","bfa",458996
"af","Africa","afbwa","Botswana","bwa",3373214
"af","Africa","afcaf","Central African Republic","caf",6271
"af","Africa","afciv","Cote d'Ivoire","civ",474626587
"af","Africa","afcmr","Cameroon","cmr",1007579
"af","Africa","afcod","Democratic Republic of the Congo","cod",65873
"af","Africa","afcog","Republic of the Congo","cog",69010162
"af","Africa","afcom","Comoros","com",218033
"af","Africa","afcpv","Cape Verde","cpv",54135
"af","Africa","afdji","Djibouti","dji",700576.9999999999
"af","Africa","afdza","Algeria","dza",111102353
"af","Africa","afegy","Egypt","egy",111912138
"af","Africa","aferi","Eritrea","eri",441766
"af","Africa","afeth","Ethiopia","eth",28401660
"af","Africa","afgab","Gabon","gab",110861958
"af","Africa","afgha","Ghana","gha",195988222
"af","Africa","afgin","Guinea","gin",121436
"af","Africa","afgmb","Gambia","gmb",13001
"af","Africa","afgnb","Guinea-Bissau","gnb",11077
"af","Africa","afgnq","Equatorial Guinea","gnq",880
"af","Africa","afken","Kenya","ken",29315016
"af","Africa","aflbr","Liberia","lbr",31358.000000000004
"af","Africa","aflby","Libya","lby",234942920
"af","Africa","aflso","Lesotho","lso",409333
"af","Africa","afmar","Morocco","mar",273828641
"af","Africa","afmdg","Madagascar","mdg",14094478
"af","Africa","afmli","Mali","mli",332486846
"af","Africa","afmoz","Mozambique","moz",1365418
"af","Africa","afmrt","Mauritania","mrt",139062362
"af","Africa","afmus","Mauritius","mus",15315001
"af","Africa","afmwi","Malawi","mwi",22242
"af","Africa","afnam","Namibia","nam",8415516
"af","Africa","afner","Niger","ner",1893912
"af","Africa","afnga","Nigeria","nga",69882031
"af","Africa","afrwa","Rwanda","rwa",1996334
"af","Africa","afsdn","Sudan","sdn",134552
"af","Africa","afsen","Senegal","sen",219441523
"af","Africa","afshn","Saint Helena","shn",245838.00000000003
"af","Africa","afsle","Sierra Leone","sle",2793606
"af","Africa","afsom","Somalia","som",50384
"af","Africa","afssd","South Sudan","ssd",22391
"af","Africa","afstp","Sao Tome and Principe","stp",61957
"af","Africa","afswz","Eswatini","swz",532323
"af","Africa","afsyc","Seychelles","syc",4737549
