"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"af","Africa","afago","Angola","ago",34360631
"af","Africa","afbdi","Burundi","bdi",558987
"af","Africa","afben","Benin","ben",2504153
"af","Africa","afbfa","Burkina Faso","bfa",30597691
"af","Africa","afbwa","Botswana","bwa",7157261
"af","Africa","afcaf","Central African Republic","caf",874248
"af","Africa","afciv","Cote d'Ivoire","civ",65896474
"af","Africa","afcmr","Cameroon","cmr",3765620
"af","Africa","afcod","Democratic Republic of the Congo","cod",40821776
"af","Africa","afcog","Republic of the Congo","cog",917291
"af","Africa","afcom","Comoros","com",47826
"af","Africa","afcpv","Cape Verde","cpv",1460
"af","Africa","afdji","Djibouti","dji",1818132
"af","Africa","afdza","Algeria","dza",9029630
"af","Africa","afegy","Egypt","egy",484956411
"af","Africa","aferi","Eritrea","eri",7069317
"af","Africa","afeth","Ethiopia","eth",10717768
"af","Africa","afgab","Gabon","gab",1656125
"af","Africa","afgha","Ghana","gha",96235323
"af","Africa","afgin","Guinea","gin",8276734
"af","Africa","afgmb","Gambia","gmb",45910
"af","Africa","afgnq","Equatorial Guinea","gnq",673980
"af","Africa","afken","Kenya","ken",65779336
"af","Africa","aflbr","Liberia","lbr",1112364
"af","Africa","aflby","Libya","lby",1194505.9999999998
"af","Africa","aflso","Lesotho","lso",128740
"af","Africa","afmar","Morocco","mar",25334076
"af","Africa","afmdg","Madagascar","mdg",18461963
"af","Africa","afmli","Mali","mli",22539576
"af","Africa","afmoz","Mozambique","moz",528324431
"af","Africa","afmrt","Mauritania","mrt",10415986
"af","Africa","afmus","Mauritius","mus",106608281
"af","Africa","afmwi","Malawi","mwi",4570496
"af","Africa","afnam","Namibia","nam",18667888
"af","Africa","afner","Niger","ner",1356605
"af","Africa","afnga","Nigeria","nga",202106273
"af","Africa","afrwa","Rwanda","rwa",4855307
"af","Africa","afsdn","Sudan","sdn",32286666
"af","Africa","afsen","Senegal","sen",20200336
"af","Africa","afshn","Saint Helena","shn",272319
"af","Africa","afsle","Sierra Leone","sle",3333983
"af","Africa","afsom","Somalia","som",858772
"af","Africa","afssd","South Sudan","ssd",42027
"af","Africa","afstp","Sao Tome and Principe","stp",6405
"af","Africa","afswz","Eswatini","swz",346685
"af","Africa","afsyc","Seychelles","syc",10407250
"af","Africa","aftcd","Chad","tcd",111495
"af","Africa","aftgo","Togo","tgo",9810973
"af","Africa","aftun","Tunisia","tun",6750896
"af","Africa","aftza","Tanzania","tza",63661373
"af","Africa","afuga","Uganda","uga",11474589
"af","Africa","afzaf","South Africa","zaf",1411481702
"af","Africa","afzmb","Zambia","zmb",39530902
"af","Africa","afzwe","Zimbabwe","zwe",4548941
"as","Asia","asafg","Afghanistan","afg",4856968
"as","Asia","asare","United Arab Emirates","are",2592210633
"as","Asia","asarm","Armenia","arm",3205691
"as","Asia","asaze","Azerbaijan","aze",5658220
"as","Asia","asbgd","Bangladesh","bgd",672992476
"as","Asia","asbhr","Bahrain","bhr",895771759
