"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"af","Africa","afago","Angola","ago",725184
"af","Africa","afbdi","Burundi","bdi",820382
"af","Africa","afben","Benin","ben",15943
"af","Africa","afbfa","Burkina Faso","bfa",207438
"af","Africa","afbwa","Botswana","bwa",334068
"af","Africa","afcaf","Central African Republic","caf",66194
"af","Africa","afciv","Cote d'Ivoire","civ",7720105.999999999
"af","Africa","afcmr","Cameroon","cmr",446787
"af","Africa","afcod","Democratic Republic of the Congo","cod",859662.9999999999
"af","Africa","afcog","Republic of the Congo","cog",120542501
"af","Africa","afcom","Comoros","com",6824
"af","Africa","afcpv","Cape Verde","cpv",51939
"af","Africa","afdji","Djibouti","dji",1290627.9999999998
"af","Africa","afdza","Algeria","dza",572330371
"af","Africa","afegy","Egypt","egy",44923431
"af","Africa","aferi","Eritrea","eri",20453
"af","Africa","afeth","Ethiopia","eth",18610847
"af","Africa","afgab","Gabon","gab",159474933
"af","Africa","afgha","Ghana","gha",22703419
"af","Africa","afgin","Guinea","gin",62756
"af","Africa","afgmb","Gambia","gmb",7777
"af","Africa","afgnb","Guinea-Bissau","gnb",2767
"af","Africa","afken","Kenya","ken",27684364
"af","Africa","aflbr","Liberia","lbr",9697
"af","Africa","aflby","Libya","lby",570233444
"af","Africa","aflso","Lesotho","lso",737423
"af","Africa","afmar","Morocco","mar",53054625
"af","Africa","afmdg","Madagascar","mdg",15059417
"af","Africa","afmli","Mali","mli",8768468
"af","Africa","afmoz","Mozambique","moz",4295799
"af","Africa","afmrt","Mauritania","mrt",97925732
"af","Africa","afmus","Mauritius","mus",17727643
"af","Africa","afmwi","Malawi","mwi",1838907.0000000002
"af","Africa","afnam","Namibia","nam",8547936
"af","Africa","afner","Niger","ner",741238
"af","Africa","afnga","Nigeria","nga",314431219
"af","Africa","afrwa","Rwanda","rwa",1100256
"af","Africa","afsdn","Sudan","sdn",392239.99999999994
"af","Africa","afsen","Senegal","sen",3075423
"af","Africa","afshn","Saint Helena","shn",1201575
"af","Africa","afsle","Sierra Leone","sle",1571232
"af","Africa","afsom","Somalia","som",118907
"af","Africa","afssd","South Sudan","ssd",47860
"af","Africa","afstp","Sao Tome and Principe","stp",35191
"af","Africa","afswz","Eswatini","swz",922672
"af","Africa","afsyc","Seychelles","syc",7260384
"af","Africa","aftcd","Chad","tcd",69255
"af","Africa","aftgo","Togo","tgo",15088639
"af","Africa","aftun","Tunisia","tun",26161118
