"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"af","Africa","afago","Angola","ago",11545089
"af","Africa","afbdi","Burundi","bdi",876350.9999999999
"af","Africa","afben","Benin","ben",1450206
"af","Africa","afbfa","Burkina Faso","bfa",20727025
"af","Africa","afbwa","Botswana","bwa",19715899
"af","Africa","afcaf","Central African Republic","caf",945968
"af","Africa","afciv","Cote d'Ivoire","civ",24268283
"af","Africa","afcmr","Cameroon","cmr",5274856
"af","Africa","afcod","Democratic Republic of the Congo","cod",62844903
"af","Africa","afcog","Republic of the Congo","cog",5950820
"af","Africa","afcom","Comoros","com",451297
"af","Africa","afcpv","Cape Verde","cpv",7007
"af","Africa","afdji","Djibouti","dji",1478694
"af","Africa","afdza","Algeria","dza",17528868
"af","Africa","afegy","Egypt","egy",488640288
"af","Africa","aferi","Eritrea","eri",6037589
"af","Africa","afeth","Ethiopia","eth",10116534
"af","Africa","afgab","Gabon","gab",3496349
"af","Africa","afgha","Ghana","gha",94905598
"af","Africa","afgin","Guinea","gin",3653102
"af","Africa","afgmb","Gambia","gmb",60160
"af","Africa","afgnq","Equatorial Guinea","gnq",4225533
"af","Africa","afken","Kenya","ken",62657677
"af","Africa","aflbr","Liberia","lbr",1394267
"af","Africa","aflby","Libya","lby",3577456
"af","Africa","aflso","Lesotho","lso",55940
"af","Africa","afmar","Morocco","mar",24787288
"af","Africa","afmdg","Madagascar","mdg",11964384
"af","Africa","afmli","Mali","mli",10188639
"af","Africa","afmoz","Mozambique","moz",104015445
"af","Africa","afmrt","Mauritania","mrt",6203385
"af","Africa","afmus","Mauritius","mus",115206586
"af","Africa","afmwi","Malawi","mwi",15922086
"af","Africa","afnam","Namibia","nam",22258042
"af","Africa","afner","Niger","ner",1155581
"af","Africa","afnga","Nigeria","nga",252217338
"af","Africa","afrwa","Rwanda","rwa",3724076
"af","Africa","afsdn","Sudan","sdn",67615758
"af","Africa","afsen","Senegal","sen",20039813
"af","Africa","afshn","Saint Helena","shn",267519
"af","Africa","afsle","Sierra Leone","sle",3634120
"af","Africa","afsom","Somalia","som",216261
"af","Africa","afssd","South Sudan","ssd",255738
"af","Africa","afswz","Eswatini","swz",473764
"af","Africa","afsyc","Seychelles","syc",9547202
"af","Africa","aftcd","Chad","tcd",630293
"af","Africa","aftgo","Togo","tgo",3211402
"af","Africa","aftun","Tunisia","tun",10514063
"af","Africa","aftza","Tanzania","tza",110630407
"af","Africa","afuga","Uganda","uga",9781254
"af","Africa","afzaf","South Africa","zaf",1070728509
"af","Africa","afzmb","Zambia","zmb",45489979
"af","Africa","afzwe","Zimbabwe","zwe",2114613
"an","Antarctica","anatf","French South Antarctic Territory","atf",29979
"as","Asia","asafg","Afghanistan","afg",1660357
"as","Asia","asare","United Arab Emirates","are",2383113203
"as","Asia","asarm","Armenia","arm",4298768
"as","Asia","asaze","Azerbaijan","aze",9290084
"as","Asia","asbgd","Bangladesh","bgd",575448905
"as","Asia","asbhr","Bahrain","bhr",730368183
"as","Asia","asbrn","Brunei","brn",43689026
"as","Asia","asbtn","Bhutan","btn",67303
"as","Asia","ascck","Cocos (Keeling) Islands","cck",4411317
"as","Asia","aschn","China","chn",69441150587
"as","Asia","ascxr","Christmas Island","cxr",14860133
"as","Asia","ascyp","Cyprus","cyp",4477664
"as","Asia","asgeo","Georgia","geo",5478454
"as","Asia","ashkg","Hong Kong","hkg",2970927164
"as","Asia","asidn","Indonesia","idn",4410524682
"as","Asia","asind","India","ind",12983121763
"as","Asia","asirn","Iran","irn",87599656
"as","Asia","asirq","Iraq","irq",27740124
"as","Asia","asisr","Israel","isr",219613769
"as","Asia","asjor","Jordan","jor",180331787
"as","Asia","asjpn","Japan","jpn",31134088346
"as","Asia","askaz","Kazakhstan","kaz",54705288
"as","Asia","askgz","Kyrgyzstan","kgz",3056890
"as","Asia","askhm","Cambodia","khm",50804890
"as","Asia","askor","South Korea","kor",15138536523
"as","Asia","askwt","Kuwait","kwt",553088867
"as","Asia","aslao","Laos","lao",21883036
"as","Asia","aslbn","Lebanon","lbn",50588140
"as","Asia","aslka","Sri Lanka","lka",270475051
"as","Asia","asmac","Macau","mac",36085941
"as","Asia","asmdv","Maldives","mdv",33135916
"as","Asia","asmmr","Burma","mmr",152874153
"as","Asia","asmng","Mongolia","mng",11487648
"as","Asia","asmys","Malaysia","mys",4687554863
"as","Asia","asnpl","Nepal","npl",35927627
"as","Asia","asomn","Oman","omn",307813281
"as","Asia","aspak","Pakistan","pak",591870825
"as","Asia","asphl","Philippines","phl",1241628787
"as","Asia","aspse","Palestine","pse",5439698
"as","Asia","asqat","Qatar","qat",392687841
"as","Asia","assau","Saudi Arabia","sau",1681796802
"as","Asia","assgp","Singapore","sgp",5350424061
"as","Asia","assyr","Syria","syr",645521
"as","Asia","astha","Thailand","tha",3589732275
"as","Asia","astjk","Tajikistan","tjk",29806
"as","Asia","astkm","Turkmenistan","tkm",563978
"as","Asia","astls","Timor-Leste","tls",18473737
"as","Asia","astur","Turkey","tur",551053898
"as","Asia","asuzb","Uzbekistan","uzb",889140
"as","Asia","asvnm","Vietnam","vnm",2646589489
"as","Asia","asxxb","Chinese Taipei",,5295245244
"as","Asia","asyem","Yemen","yem",557338846
"eu","Europe","eualb","Albania","alb",1761531
"eu","Europe","euand","Andorra","and",141119
"eu","Europe","euaut","Austria","aut",108461173
"eu","Europe","eubel","Belgium","bel",796164179
"eu","Europe","eubgr","Bulgaria","bgr",139542436
"eu","Europe","eubih","Bosnia and Herzegovina","bih",1897179
"eu","Europe","eublr","Belarus","blr",8778563
"eu","Europe","euche","Switzerland","che",778633427
"eu","Europe","eucze","Czechia","cze",138292132
"eu","Europe","eudeu","Germany","deu",1502787741
"eu","Europe","eudnk","Denmark","dnk",119731618
"eu","Europe","euesp","Spain","esp",496265683
"eu","Europe","euest","Estonia","est",8044921
"eu","Europe","eufin","Finland","fin",100732279
"eu","Europe","eufra","France","fra",1037046612
"eu","Europe","eugbr","United Kingdom","gbr",2892117654
"eu","Europe","eugib","Gibraltar","gib",2033258
"eu","Europe","eugrc","Greece","grc",12774445
"eu","Europe","euhrv","Croatia","hrv",3516209
"eu","Europe","euhun","Hungary","hun",48275175
"eu","Europe","euirl","Ireland","irl",73943234
"eu","Europe","euisl","Iceland","isl",15626604
"eu","Europe","euita","Italy","ita",583827435
"eu","Europe","eultu","Lithuania","ltu",7299650
"eu","Europe","eulux","Luxembourg","lux",18740433
"eu","Europe","eulva","Latvia","lva",4508691
"eu","Europe","eumda","Moldova","mda",723918
"eu","Europe","eumkd","North Macedonia","mkd",1740859
"eu","Europe","eumlt","Malta","mlt",36703982
"eu","Europe","eumne","Montenegro","mne",308426
"eu","Europe","eunld","Netherlands","nld",1748430321
"eu","Europe","eunor","Norway","nor",91350890
"eu","Europe","eupol","Poland","pol",290572794
"eu","Europe","euprt","Portugal","prt",39289461
"eu","Europe","eurou","Romania","rou",41399438
"eu","Europe","eurus","Russia","rus",506248228
"eu","Europe","eusrb","Serbia","srb",4904449
"eu","Europe","eusvk","Slovakia","svk",51146230
"eu","Europe","eusvn","Slovenia","svn",45902930
"eu","Europe","euswe","Sweden","swe",250454781.00000003
"eu","Europe","euukr","Ukraine","ukr",132634675
"na","North America","naaia","Anguilla","aia",2041
"na","North America","naatg","Antigua and Barbuda","atg",638392
"na","North America","nabhs","Bahamas","bhs",2998415
"na","North America","nablz","Belize","blz",156666
"na","North America","nabmu","Bermuda","bmu",641822
"na","North America","nabrb","Barbados","brb",4065040
"na","North America","nacan","Canada","can",1386907522
"na","North America","nacri","Costa Rica","cri",9326572
"na","North America","nacub","Cuba","cub",519578
"na","North America","nacuw","Curaçao","cuw",770982
"na","North America","nacym","Cayman Islands","cym",199829
"na","North America","nadma","Dominica","dma",378252
"na","North America","nadom","Dominican Republic","dom",14243072
"na","North America","nagrd","Grenada","grd",513933
"na","North America","nagrl","Greenland","grl",255621.00000000003
"na","North America","nagtm","Guatemala","gtm",13591245
"na","North America","nahnd","Honduras","hnd",4265553
"na","North America","nahti","Haiti","hti",495033
"na","North America","najam","Jamaica","jam",30119824
"na","North America","nakna","Saint Kitts and Nevis","kna",751518
"na","North America","nalca","Saint Lucia","lca",1306229
"na","North America","namex","Mexico","mex",464423146
"na","North America","namsr","Montserrat","msr",28989.000000000004
"na","North America","nanic","Nicaragua","nic",6810243
"na","North America","napan","Panama","pan",46064750
"na","North America","naslv","El Salvador","slv",30150386
"na","North America","natca","Turks and Caicos Islands","tca",21014
"na","North America","natto","Trinidad and Tobago","tto",25394150
"na","North America","nausa","United States","usa",10128152209
"na","North America","navct","Saint Vincent and the Grenadines","vct",995525
"na","North America","navgb","British Virgin Islands","vgb",289746
"oc","Oceania","ocasm","American Samoa","asm",6921804
"oc","Oceania","occok","Cook Islands","cok",4161620
"oc","Oceania","ocfji","Fiji","fji",337459203
"oc","Oceania","ocfsm","Micronesia","fsm",1946971
"oc","Oceania","ocgum","Guam","gum",8344862
"oc","Oceania","ockir","Kiribati","kir",24207359
"oc","Oceania","ocmhl","Marshall Islands","mhl",2218155
"oc","Oceania","ocmnp","Northern Mariana Islands","mnp",2133971
"oc","Oceania","ocncl","New Caledonia","ncl",285027176
"oc","Oceania","ocnfk","Norfolk Island","nfk",4661441
"oc","Oceania","ocniu","Niue","niu",91156
"oc","Oceania","ocnru","Nauru","nru",34239878
"oc","Oceania","ocnzl","New Zealand","nzl",5618700044
"oc","Oceania","ocpcn","Pitcairn Islands","pcn",42807
"oc","Oceania","ocplw","Palau","plw",3711458
"oc","Oceania","ocpng","Papua New Guinea","png",1140260147
"oc","Oceania","ocpyf","French Polynesia","pyf",42937777
"oc","Oceania","ocslb","Solomon Islands","slb",128049165
"oc","Oceania","octon","Tonga","ton",7916102
"oc","Oceania","octuv","Tuvalu","tuv",4417730
"oc","Oceania","ocvut","Vanuatu","vut",41332226
"oc","Oceania","ocwlf","Wallis and Futuna","wlf",2350487
"oc","Oceania","ocwsm","Samoa","wsm",36155807
"sa","South America","saarg","Argentina","arg",271661548
"sa","South America","sabol","Bolivia","bol",4102466
"sa","South America","sabra","Brazil","bra",993116416
"sa","South America","sachl","Chile","chl",267759234
"sa","South America","sacol","Colombia","col",45352689
"sa","South America","saecu","Ecuador","ecu",19214569
"sa","South America","saflk","Falkland Islands","flk",9922486
"sa","South America","saguy","Guyana","guy",6616138
"sa","South America","saper","Peru","per",128566378
"sa","South America","sapry","Paraguay","pry",3987479
"sa","South America","sasur","Suriname","sur",3943523
"sa","South America","saury","Uruguay","ury",10667507
"sa","South America","saven","Venezuela","ven",23324710
